RESP,TC1,TT1,TC2,TT2,CHOICE
233,4,30,8,30,1
233,4,35,8,20,1
233,5,40,7,20,2
233,7,30,4,30,2
234,5,25,7,35,1
234,8,20,5,40,1
234,6,20,6,40,1
234,7,35,5,25,2
234,6,40,6,25,2
234,8,25,4,35,1
234,4,30,8,30,1
234,4,35,8,20,2
234,5,40,7,20,2
234,7,30,4,30,2
235,5,25,7,35,1
235,8,20,5,40,1
235,6,20,6,40,1
235,7,35,5,25,2
235,6,40,6,25,2
235,8,25,4,35,1
235,4,30,8,30,2
235,4,35,8,20,2
235,5,40,7,20,2
235,7,30,4,30,2
236,5,25,7,35,1
236,8,20,5,40,2
236,6,20,6,40,1
236,7,35,5,25,2
236,6,40,6,25,1
236,8,25,4,35,1
236,4,30,8,30,1
236,4,35,8,20,2
236,5,40,7,20,2
236,7,30,4,30,2
237,5,25,7,35,1
237,8,20,5,40,2
237,6,20,6,40,1
237,7,35,5,25,2
237,6,40,6,25,2
237,8,25,4,35,2
237,4,30,8,30,1
237,4,35,8,20,2
237,5,40,7,20,2
237,7,30,4,30,2
238,5,25,7,35,1
238,8,20,5,40,2
238,6,20,6,40,1
238,7,35,5,25,2
238,6,40,6,25,2
238,8,25,4,35,2
238,4,30,8,30,1
238,4,35,8,20,2
238,5,40,7,20,2
238,7,30,4,30,2
239,5,25,7,35,1
239,8,20,5,40,1
239,6,20,6,40,1
239,7,35,5,25,2
239,6,40,6,25,2
239,8,25,4,35,1
239,4,30,8,30,1
239,4,35,8,20,2
239,5,40,7,20,2
239,7,30,4,30,2
240,5,25,7,35,1
240,8,20,5,40,1
240,6,20,6,40,1
240,7,35,5,25,2
240,6,40,6,25,2
240,8,25,4,35,1
240,4,30,8,30,1
240,4,35,8,20,2
240,5,40,7,20,2
240,7,30,4,30,2
241,5,25,7,35,1
241,8,20,5,40,1
241,6,20,6,40,1
241,7,35,5,25,2
241,6,40,6,25,2
241,8,25,4,35,2
241,4,30,8,30,2
241,4,35,8,20,1
241,5,40,7,20,2
241,7,30,4,30,2
242,5,25,7,35,2
242,8,20,5,40,2
242,6,20,6,40,1
242,7,35,5,25,2
242,6,40,6,25,2
242,8,25,4,35,2
242,4,30,8,30,2
242,4,35,8,20,1
242,5,40,7,20,2
242,7,30,4,30,2
243,5,25,7,35,1
243,8,20,5,40,1
243,6,20,6,40,1
243,7,35,5,25,2
243,6,40,6,25,2
243,8,25,4,35,2
243,4,30,8,30,1
243,4,35,8,20,1
243,5,40,7,20,2
243,7,30,4,30,2
244,5,25,7,35,1
244,8,20,5,40,1
244,6,20,6,40,1
244,7,35,5,25,2
244,6,40,6,25,2
244,8,25,4,35,2
244,4,30,8,30,1
244,4,35,8,20,2
244,5,40,7,20,2
244,7,30,4,30,2
245,5,25,7,35,1
245,8,20,5,40,1
245,6,20,6,40,1
245,7,35,5,25,2
245,6,40,6,25,2
245,8,25,4,35,2
245,4,30,8,30,1
245,4,35,8,20,2
245,5,40,7,20,2
245,7,30,4,30,2
246,5,25,7,35,1
246,8,20,5,40,1
246,6,20,6,40,1
246,7,35,5,25,2
246,6,40,6,25,2
246,8,25,4,35,2
246,4,30,8,30,1
246,4,35,8,20,2
246,5,40,7,20,2
246,7,30,4,30,1
247,5,25,7,35,1
247,8,20,5,40,1
247,6,20,6,40,1
247,7,35,5,25,2
247,6,40,6,25,2
247,8,25,4,35,2
247,4,30,8,30,1
247,4,35,8,20,2
247,5,40,7,20,2
247,7,30,4,30,2
248,5,25,7,35,1
248,8,20,5,40,1
248,6,20,6,40,1
248,7,35,5,25,2
248,6,40,6,25,2
248,8,25,4,35,2
248,4,30,8,30,1
248,4,35,8,20,1
248,5,40,7,20,2
248,7,30,4,30,2
249,5,25,7,35,1
249,8,20,5,40,1
249,6,20,6,40,1
249,7,35,5,25,1
249,6,40,6,25,2
249,8,25,4,35,2
249,4,30,8,30,1
249,4,35,8,20,2
249,5,40,7,20,2
249,7,30,4,30,2
250,5,25,7,35,1
250,8,20,5,40,2
250,6,20,6,40,1
250,7,35,5,25,2
250,6,40,6,25,2
250,8,25,4,35,1
250,4,30,8,30,1
250,4,35,8,20,1
250,5,40,7,20,2
250,7,30,4,30,2
251,5,25,7,35,1
251,8,20,5,40,2
251,6,20,6,40,2
251,7,35,5,25,2
251,6,40,6,25,2
251,8,25,4,35,2
251,4,30,8,30,1
251,4,35,8,20,1
251,5,40,7,20,1
251,7,30,4,30,2
252,5,25,7,35,1
252,8,20,5,40,1
252,6,20,6,40,1
252,7,35,5,25,2
252,6,40,6,25,2
252,8,25,4,35,1
252,4,30,8,30,2
252,4,35,8,20,2
252,5,40,7,20,1
252,7,30,4,30,2
253,5,25,7,35,1
253,8,20,5,40,1
253,6,20,6,40,1
253,7,35,5,25,2
253,6,40,6,25,2
253,8,25,4,35,2
253,4,30,8,30,1
253,4,35,8,20,2
253,5,40,7,20,2
253,7,30,4,30,2
254,5,25,7,35,1
254,8,20,5,40,1
254,6,20,6,40,1
254,7,35,5,25,2
254,6,40,6,25,2
254,8,25,4,35,1
254,4,30,8,30,1
254,4,35,8,20,2
254,5,40,7,20,2
254,7,30,4,30,2
255,5,25,7,35,1
255,8,20,5,40,2
255,6,20,6,40,1
255,7,35,5,25,2
255,6,40,6,25,2
255,8,25,4,35,2
255,4,30,8,30,2
255,4,35,8,20,1
255,5,40,7,20,1
255,7,30,4,30,2
256,5,25,7,35,1
256,8,20,5,40,1
256,6,20,6,40,1
256,7,35,5,25,2
256,6,40,6,25,2
256,8,25,4,35,2
256,4,30,8,30,1
256,4,35,8,20,1
256,5,40,7,20,2
256,7,30,4,30,2
257,5,25,7,35,1
257,8,20,5,40,1
257,6,20,6,40,2
257,7,35,5,25,2
257,6,40,6,25,2
257,8,25,4,35,1
257,4,30,8,30,2
257,4,35,8,20,1
257,5,40,7,20,2
257,7,30,4,30,2
258,5,25,7,35,1
258,8,20,5,40,2
258,6,20,6,40,1
258,7,35,5,25,2
258,6,40,6,25,2
258,8,25,4,35,1
258,4,30,8,30,1
258,4,35,8,20,1
258,5,40,7,20,2
258,7,30,4,30,2
259,5,25,7,35,1
259,8,20,5,40,2
259,6,20,6,40,1
259,7,35,5,25,2
259,6,40,6,25,2
259,8,25,4,35,2
259,4,30,8,30,1
259,4,35,8,20,1
259,5,40,7,20,2
259,7,30,4,30,2
260,5,25,7,35,1
260,8,20,5,40,1
260,6,20,6,40,1
260,7,35,5,25,2
260,6,40,6,25,2
260,8,25,4,35,2
260,4,30,8,30,1
260,4,35,8,20,1
260,5,40,7,20,1
260,7,30,4,30,2
261,5,25,7,35,1
261,8,20,5,40,1
261,6,20,6,40,1
261,7,35,5,25,2
261,6,40,6,25,2
261,8,25,4,35,1
261,4,30,8,30,1
261,4,35,8,20,2
261,5,40,7,20,2
261,7,30,4,30,1
262,5,25,7,35,1
262,8,20,5,40,2
262,6,20,6,40,1
262,7,35,5,25,2
262,6,40,6,25,2
262,8,25,4,35,2
262,4,30,8,30,2
262,4,35,8,20,1
262,5,40,7,20,2
262,7,30,4,30,2
263,5,25,7,35,1
263,8,20,5,40,2
263,6,20,6,40,2
263,7,35,5,25,2
263,6,40,6,25,2
263,8,25,4,35,2
263,4,30,8,30,1
263,4,35,8,20,1
263,5,40,7,20,2
263,7,30,4,30,2
264,5,25,7,35,1
264,8,20,5,40,2
264,6,20,6,40,1
264,7,35,5,25,2
264,6,40,6,25,1
264,8,25,4,35,1
264,4,30,8,30,1
264,4,35,8,20,2
264,5,40,7,20,2
264,7,30,4,30,2
265,5,25,7,35,1
265,8,20,5,40,1
265,6,20,6,40,1
265,7,35,5,25,2
265,6,40,6,25,2
265,8,25,4,35,1
265,4,30,8,30,1
265,4,35,8,20,1
265,5,40,7,20,2
265,7,30,4,30,2
266,5,25,7,35,2
266,8,20,5,40,2
266,6,20,6,40,1
266,7,35,5,25,2
266,6,40,6,25,2
266,8,25,4,35,2
266,4,30,8,30,1
266,4,35,8,20,1
266,5,40,7,20,2
266,7,30,4,30,2
267,5,25,7,35,1
267,8,20,5,40,1
267,6,20,6,40,2
267,7,35,5,25,2
267,6,40,6,25,2
267,8,25,4,35,1
267,4,30,8,30,1
267,4,35,8,20,1
267,5,40,7,20,2
267,7,30,4,30,2
268,5,25,7,35,1
268,8,20,5,40,2
268,6,20,6,40,1
268,7,35,5,25,2
268,6,40,6,25,2
268,8,25,4,35,2
268,4,30,8,30,2
268,4,35,8,20,2
268,5,40,7,20,2
268,7,30,4,30,2
269,5,25,7,35,1
269,8,20,5,40,1
269,6,20,6,40,1
269,7,35,5,25,2
269,6,40,6,25,2
269,8,25,4,35,2
269,4,30,8,30,2
269,4,35,8,20,1
269,5,40,7,20,2
269,7,30,4,30,1
270,5,25,7,35,1
270,8,20,5,40,1
270,6,20,6,40,1
270,7,35,5,25,2
270,6,40,6,25,2
270,8,25,4,35,1
270,4,30,8,30,1
270,4,35,8,20,2
270,5,40,7,20,2
270,7,30,4,30,2
271,5,25,7,35,1
271,8,20,5,40,1
271,6,20,6,40,1
271,7,35,5,25,2
271,6,40,6,25,2
271,8,25,4,35,2
271,4,30,8,30,2
271,4,35,8,20,2
271,5,40,7,20,2
271,7,30,4,30,2
272,5,25,7,35,1
272,8,20,5,40,2
272,6,20,6,40,1
272,7,35,5,25,2
272,6,40,6,25,2
272,8,25,4,35,1
272,4,30,8,30,1
272,4,35,8,20,1
272,5,40,7,20,2
272,7,30,4,30,2
273,5,25,7,35,1
273,8,20,5,40,1
273,6,20,6,40,1
273,7,35,5,25,2
273,6,40,6,25,2
273,8,25,4,35,2
273,4,30,8,30,1
273,4,35,8,20,1
273,5,40,7,20,2
273,7,30,4,30,2
274,5,25,7,35,1
274,8,20,5,40,2
274,6,20,6,40,1
274,7,35,5,25,2
274,6,40,6,25,2
274,8,25,4,35,1
274,4,30,8,30,1
274,4,35,8,20,1
274,5,40,7,20,2
274,7,30,4,30,2
275,5,25,7,35,1
275,8,20,5,40,1
275,6,20,6,40,1
275,7,35,5,25,2
275,6,40,6,25,2
275,8,25,4,35,2
275,4,30,8,30,1
275,4,35,8,20,2
275,5,40,7,20,2
275,7,30,4,30,2
276,5,25,7,35,1
276,8,20,5,40,1
276,6,20,6,40,1
276,7,35,5,25,2
276,6,40,6,25,1
276,8,25,4,35,2
276,4,30,8,30,1
276,4,35,8,20,1
276,5,40,7,20,2
276,7,30,4,30,2
277,5,25,7,35,1
277,8,20,5,40,1
277,6,20,6,40,1
277,7,35,5,25,2
277,6,40,6,25,2
277,8,25,4,35,2
277,4,30,8,30,1
277,4,35,8,20,2
277,5,40,7,20,2
277,7,30,4,30,2
278,5,25,7,35,1
278,8,20,5,40,2
278,6,20,6,40,2
278,7,35,5,25,2
278,6,40,6,25,2
278,8,25,4,35,2
278,4,30,8,30,1
278,4,35,8,20,2
278,5,40,7,20,1
278,7,30,4,30,2
279,5,25,7,35,1
279,8,20,5,40,2
279,6,20,6,40,1
279,7,35,5,25,2
279,6,40,6,25,2
279,8,25,4,35,2
279,4,30,8,30,1
279,4,35,8,20,2
279,5,40,7,20,2
279,7,30,4,30,2
280,5,25,7,35,1
280,8,20,5,40,2
280,6,20,6,40,1
280,7,35,5,25,2
280,6,40,6,25,2
280,8,25,4,35,2
280,4,30,8,30,1
280,4,35,8,20,1
280,5,40,7,20,1
280,7,30,4,30,2
281,5,25,7,35,1
281,8,20,5,40,2
281,6,20,6,40,1
281,7,35,5,25,2
281,6,40,6,25,2
281,8,25,4,35,2
281,4,30,8,30,1
281,4,35,8,20,1
281,5,40,7,20,2
281,7,30,4,30,2
282,5,25,7,35,1
282,8,20,5,40,1
282,6,20,6,40,1
282,7,35,5,25,2
282,6,40,6,25,2
282,8,25,4,35,2
282,4,30,8,30,1
282,4,35,8,20,2
282,5,40,7,20,2
282,7,30,4,30,2
283,5,25,7,35,2
283,8,20,5,40,1
283,6,20,6,40,1
283,7,35,5,25,2
283,6,40,6,25,2
283,8,25,4,35,2
283,4,30,8,30,1
283,4,35,8,20,1
283,5,40,7,20,2
283,7,30,4,30,2
284,5,25,7,35,1
284,8,20,5,40,2
284,6,20,6,40,2
284,7,35,5,25,2
284,6,40,6,25,2
284,8,25,4,35,2
284,4,30,8,30,1
284,4,35,8,20,1
284,5,40,7,20,2
284,7,30,4,30,2
285,5,25,7,35,1
285,8,20,5,40,1
285,6,20,6,40,1
285,7,35,5,25,2
285,6,40,6,25,2
285,8,25,4,35,1
285,4,30,8,30,1
285,4,35,8,20,2
285,5,40,7,20,2
285,7,30,4,30,2
286,5,25,7,35,1
286,8,20,5,40,2
286,6,20,6,40,2
286,7,35,5,25,2
286,6,40,6,25,2
286,8,25,4,35,2
286,4,30,8,30,1
286,4,35,8,20,1
286,5,40,7,20,2
286,7,30,4,30,2
287,5,25,7,35,1
287,8,20,5,40,1
287,6,20,6,40,1
287,7,35,5,25,2
287,6,40,6,25,2
287,8,25,4,35,2
287,4,30,8,30,1
287,4,35,8,20,2
287,5,40,7,20,2
287,7,30,4,30,2
288,5,25,7,35,1
288,8,20,5,40,1
288,6,20,6,40,1
288,7,35,5,25,2
288,6,40,6,25,2
288,8,25,4,35,1
288,4,30,8,30,2
288,4,35,8,20,1
288,5,40,7,20,2
288,7,30,4,30,2
289,5,25,7,35,1
289,8,20,5,40,1
289,6,20,6,40,1
289,7,35,5,25,2
289,6,40,6,25,1
289,8,25,4,35,2
289,4,30,8,30,2
289,4,35,8,20,2
289,5,40,7,20,2
289,7,30,4,30,2
290,5,25,7,35,2
290,8,20,5,40,2
290,6,20,6,40,1
290,7,35,5,25,2
290,6,40,6,25,2
290,8,25,4,35,2
290,4,30,8,30,1
290,4,35,8,20,1
290,5,40,7,20,2
290,7,30,4,30,2
291,5,25,7,35,1
291,8,20,5,40,1
291,6,20,6,40,1
291,7,35,5,25,2
291,6,40,6,25,2
291,8,25,4,35,2
291,4,30,8,30,1
291,4,35,8,20,2
291,5,40,7,20,2
291,7,30,4,30,2
292,5,25,7,35,1
292,8,20,5,40,2
292,6,20,6,40,1
292,7,35,5,25,2
292,6,40,6,25,1
292,8,25,4,35,2
292,4,30,8,30,1
292,4,35,8,20,1
292,5,40,7,20,2
292,7,30,4,30,2
293,5,25,7,35,1
293,8,20,5,40,1
293,6,20,6,40,1
293,7,35,5,25,2
293,6,40,6,25,2
293,8,25,4,35,2
293,4,30,8,30,1
293,4,35,8,20,2
293,5,40,7,20,2
293,7,30,4,30,2
294,5,25,7,35,1
294,8,20,5,40,1
294,6,20,6,40,1
294,7,35,5,25,2
294,6,40,6,25,2
294,8,25,4,35,2
294,4,30,8,30,1
294,4,35,8,20,2
294,5,40,7,20,2
294,7,30,4,30,2
295,5,25,7,35,1
295,8,20,5,40,1
295,6,20,6,40,1
295,7,35,5,25,2
295,6,40,6,25,2
295,8,25,4,35,2
295,4,30,8,30,1
295,4,35,8,20,2
295,5,40,7,20,2
295,7,30,4,30,2
296,5,25,7,35,1
296,8,20,5,40,1
296,6,20,6,40,1
296,7,35,5,25,2
296,6,40,6,25,2
296,8,25,4,35,2
296,4,30,8,30,1
296,4,35,8,20,2
296,5,40,7,20,1
296,7,30,4,30,2
297,5,25,7,35,1
297,8,20,5,40,1
297,6,20,6,40,1
297,7,35,5,25,2
297,6,40,6,25,2
297,8,25,4,35,1
297,4,30,8,30,2
297,4,35,8,20,2
297,5,40,7,20,2
297,7,30,4,30,2
298,5,25,7,35,1
298,8,20,5,40,1
298,6,20,6,40,1
298,7,35,5,25,2
298,6,40,6,25,2
298,8,25,4,35,1
298,4,30,8,30,1
298,4,35,8,20,2
298,5,40,7,20,2
298,7,30,4,30,2
299,5,25,7,35,1
299,8,20,5,40,2
299,6,20,6,40,1
299,7,35,5,25,2
299,6,40,6,25,2
299,8,25,4,35,2
299,4,30,8,30,1
299,4,35,8,20,1
299,5,40,7,20,2
299,7,30,4,30,2
300,5,25,7,35,1
300,8,20,5,40,1
300,6,20,6,40,1
300,7,35,5,25,2
300,6,40,6,25,2
300,8,25,4,35,2
300,4,30,8,30,1
300,4,35,8,20,2
300,5,40,7,20,2
300,7,30,4,30,2
301,5,25,7,35,1
301,8,20,5,40,1
301,6,20,6,40,1
301,7,35,5,25,2
301,6,40,6,25,2
301,8,25,4,35,2
301,4,30,8,30,1
301,4,35,8,20,2
301,5,40,7,20,2
301,7,30,4,30,2
302,5,25,7,35,1
302,8,20,5,40,1
302,6,20,6,40,1
302,7,35,5,25,2
302,6,40,6,25,2
302,8,25,4,35,2
302,4,30,8,30,1
302,4,35,8,20,2
302,5,40,7,20,2
302,7,30,4,30,2
303,5,25,7,35,1
303,8,20,5,40,1
303,6,20,6,40,1
303,7,35,5,25,2
303,6,40,6,25,2
303,8,25,4,35,2
303,4,30,8,30,1
303,4,35,8,20,1
303,5,40,7,20,2
303,7,30,4,30,2
304,5,25,7,35,1
304,8,20,5,40,1
304,6,20,6,40,1
304,7,35,5,25,2
304,6,40,6,25,2
304,8,25,4,35,2
304,4,30,8,30,1
304,4,35,8,20,2
304,5,40,7,20,2
304,7,30,4,30,2
305,5,25,7,35,1
305,8,20,5,40,1
305,6,20,6,40,1
305,7,35,5,25,2
305,6,40,6,25,2
305,8,25,4,35,2
305,4,30,8,30,1
305,4,35,8,20,2
305,5,40,7,20,2
305,7,30,4,30,2
306,5,25,7,35,1
306,8,20,5,40,1
306,6,20,6,40,1
306,7,35,5,25,2
306,6,40,6,25,2
306,8,25,4,35,2
306,4,30,8,30,1
306,4,35,8,20,1
306,5,40,7,20,1
306,7,30,4,30,2
307,5,25,7,35,2
307,8,20,5,40,1
307,6,20,6,40,1
307,7,35,5,25,2
307,6,40,6,25,2
307,8,25,4,35,1
307,4,30,8,30,1
307,4,35,8,20,2
307,5,40,7,20,2
307,7,30,4,30,2
308,5,25,7,35,1
308,8,20,5,40,1
308,6,20,6,40,1
308,7,35,5,25,2
308,6,40,6,25,2
308,8,25,4,35,2
308,4,30,8,30,1
308,4,35,8,20,1
308,5,40,7,20,2
308,7,30,4,30,1
309,5,25,7,35,1
309,8,20,5,40,1
309,6,20,6,40,1
309,7,35,5,25,2
309,6,40,6,25,2
309,8,25,4,35,1
309,4,30,8,30,1
309,4,35,8,20,2
309,5,40,7,20,2
309,7,30,4,30,2
310,5,25,7,35,1
310,8,20,5,40,2
310,6,20,6,40,1
310,7,35,5,25,2
310,6,40,6,25,2
310,8,25,4,35,2
310,4,30,8,30,1
310,4,35,8,20,2
310,5,40,7,20,2
310,7,30,4,30,2
311,5,25,7,35,1
311,8,20,5,40,1
311,6,20,6,40,1
311,7,35,5,25,2
311,6,40,6,25,2
311,8,25,4,35,2
311,4,30,8,30,1
311,4,35,8,20,1
311,5,40,7,20,2
311,7,30,4,30,2
312,5,25,7,35,1
312,8,20,5,40,1
312,6,20,6,40,1
312,7,35,5,25,2
312,6,40,6,25,2
312,8,25,4,35,2
312,4,30,8,30,1
312,4,35,8,20,2
312,5,40,7,20,2
312,7,30,4,30,2
313,5,25,7,35,1
313,8,20,5,40,2
313,6,20,6,40,1
313,7,35,5,25,1
313,6,40,6,25,2
313,8,25,4,35,1
313,4,30,8,30,1
313,4,35,8,20,1
313,5,40,7,20,2
313,7,30,4,30,2
314,5,25,7,35,2
314,8,20,5,40,1
314,6,20,6,40,1
314,7,35,5,25,2
314,6,40,6,25,2
314,8,25,4,35,2
314,4,30,8,30,1
314,4,35,8,20,2
314,5,40,7,20,2
314,7,30,4,30,1
315,5,25,7,35,1
315,8,20,5,40,1
315,6,20,6,40,1
315,7,35,5,25,2
315,6,40,6,25,2
315,8,25,4,35,2
315,4,30,8,30,1
315,4,35,8,20,2
315,5,40,7,20,2
315,7,30,4,30,2
316,5,25,7,35,2
316,8,20,5,40,2
316,6,20,6,40,2
316,7,35,5,25,2
316,6,40,6,25,2
316,8,25,4,35,1
316,4,30,8,30,1
316,4,35,8,20,2
316,5,40,7,20,2
316,7,30,4,30,2
317,5,25,7,35,1
317,8,20,5,40,2
317,6,20,6,40,1
317,7,35,5,25,2
317,6,40,6,25,2
317,8,25,4,35,2
317,4,30,8,30,1
317,4,35,8,20,2
317,5,40,7,20,1
317,7,30,4,30,2
318,5,25,7,35,1
318,8,20,5,40,2
318,6,20,6,40,1
318,7,35,5,25,2
318,6,40,6,25,1
318,8,25,4,35,2
318,4,30,8,30,1
318,4,35,8,20,2
318,5,40,7,20,2
318,7,30,4,30,2
319,5,25,7,35,1
319,8,20,5,40,1
319,6,20,6,40,1
319,7,35,5,25,2
319,6,40,6,25,2
319,8,25,4,35,1
319,4,30,8,30,1
319,4,35,8,20,2
319,5,40,7,20,1
319,7,30,4,30,2
320,5,25,7,35,1
320,8,20,5,40,1
320,6,20,6,40,1
320,7,35,5,25,2
320,6,40,6,25,2
320,8,25,4,35,2
320,4,30,8,30,1
320,4,35,8,20,2
320,5,40,7,20,2
320,7,30,4,30,2
321,5,25,7,35,1
321,8,20,5,40,1
321,6,20,6,40,1
321,7,35,5,25,2
321,6,40,6,25,2
321,8,25,4,35,2
321,4,30,8,30,1
321,4,35,8,20,1
321,5,40,7,20,1
321,7,30,4,30,2
322,5,25,7,35,1
322,8,20,5,40,1
322,6,20,6,40,1
322,7,35,5,25,2
322,6,40,6,25,2
322,8,25,4,35,2
322,4,30,8,30,1
322,4,35,8,20,2
322,5,40,7,20,2
322,7,30,4,30,2
323,5,25,7,35,1
323,8,20,5,40,1
323,6,20,6,40,1
323,7,35,5,25,1
323,6,40,6,25,2
323,8,25,4,35,2
323,4,30,8,30,1
323,4,35,8,20,2
323,5,40,7,20,2
323,7,30,4,30,2
324,5,25,7,35,1
324,8,20,5,40,1
324,6,20,6,40,1
324,7,35,5,25,2
324,6,40,6,25,2
324,8,25,4,35,2
324,4,30,8,30,1
324,4,35,8,20,2
324,5,40,7,20,2
324,7,30,4,30,1
325,5,25,7,35,1
325,8,20,5,40,2
325,6,20,6,40,1
325,7,35,5,25,2
325,6,40,6,25,2
325,8,25,4,35,2
325,4,30,8,30,1
325,4,35,8,20,1
325,5,40,7,20,2
325,7,30,4,30,2
326,5,25,7,35,1
326,8,20,5,40,2
326,6,20,6,40,1
326,7,35,5,25,2
326,6,40,6,25,2
326,8,25,4,35,2
326,4,30,8,30,1
326,4,35,8,20,1
326,5,40,7,20,2
326,7,30,4,30,2
327,5,25,7,35,1
327,8,20,5,40,1
327,6,20,6,40,1
327,7,35,5,25,2
327,6,40,6,25,2
327,8,25,4,35,2
327,4,30,8,30,1
327,4,35,8,20,1
327,5,40,7,20,2
327,7,30,4,30,1
328,5,25,7,35,2
328,8,20,5,40,1
328,6,20,6,40,1
328,7,35,5,25,2
328,6,40,6,25,2
328,8,25,4,35,2
328,4,30,8,30,2
328,4,35,8,20,1
328,5,40,7,20,2
328,7,30,4,30,2
329,5,25,7,35,1
329,8,20,5,40,1
329,6,20,6,40,1
329,7,35,5,25,2
329,6,40,6,25,2
329,8,25,4,35,2
329,4,30,8,30,2
329,4,35,8,20,2
329,5,40,7,20,2
329,7,30,4,30,1
330,5,25,7,35,1
330,8,20,5,40,1
330,6,20,6,40,1
330,7,35,5,25,2
330,6,40,6,25,2
330,8,25,4,35,2
330,4,30,8,30,2
330,4,35,8,20,2
330,5,40,7,20,2
330,7,30,4,30,2
331,5,25,7,35,1
331,8,20,5,40,2
331,6,20,6,40,1
331,7,35,5,25,2
331,6,40,6,25,2
331,8,25,4,35,2
331,4,30,8,30,1
331,4,35,8,20,1
331,5,40,7,20,2
331,7,30,4,30,2
332,5,25,7,35,1
332,8,20,5,40,1
332,6,20,6,40,1
332,7,35,5,25,2
332,6,40,6,25,2
332,8,25,4,35,2
332,4,30,8,30,1
332,4,35,8,20,1
332,5,40,7,20,2
332,7,30,4,30,2
333,5,25,7,35,1
333,8,20,5,40,1
333,6,20,6,40,1
333,7,35,5,25,2
333,6,40,6,25,2
333,8,25,4,35,2
333,4,30,8,30,1
333,4,35,8,20,2
333,5,40,7,20,2
333,7,30,4,30,2
334,5,25,7,35,1
334,8,20,5,40,1
334,6,20,6,40,1
334,7,35,5,25,2
334,6,40,6,25,2
334,8,25,4,35,2
334,4,30,8,30,1
334,4,35,8,20,2
334,5,40,7,20,2
334,7,30,4,30,2
335,5,25,7,35,1
335,8,20,5,40,2
335,6,20,6,40,1
335,7,35,5,25,2
335,6,40,6,25,1
335,8,25,4,35,2
335,4,30,8,30,1
335,4,35,8,20,2
335,5,40,7,20,2
335,7,30,4,30,2
336,5,25,7,35,1
336,8,20,5,40,1
336,6,20,6,40,1
336,7,35,5,25,2
336,6,40,6,25,2
336,8,25,4,35,2
336,4,30,8,30,1
336,4,35,8,20,2
336,5,40,7,20,2
336,7,30,4,30,2
337,5,25,7,35,1
337,8,20,5,40,1
337,6,20,6,40,1
337,7,35,5,25,2
337,6,40,6,25,2
337,8,25,4,35,1
337,4,30,8,30,1
337,4,35,8,20,2
337,5,40,7,20,2
337,7,30,4,30,2
338,5,25,7,35,1
338,8,20,5,40,1
338,6,20,6,40,1
338,7,35,5,25,2
338,6,40,6,25,2
338,8,25,4,35,2
338,4,30,8,30,1
338,4,35,8,20,2
338,5,40,7,20,2
338,7,30,4,30,2
339,5,25,7,35,1
339,8,20,5,40,2
339,6,20,6,40,1
339,7,35,5,25,1
339,6,40,6,25,2
339,8,25,4,35,2
339,4,30,8,30,1
339,4,35,8,20,2
339,5,40,7,20,2
339,7,30,4,30,1
340,5,25,7,35,1
340,8,20,5,40,2
340,6,20,6,40,1
340,7,35,5,25,2
340,6,40,6,25,2
340,8,25,4,35,2
340,4,30,8,30,1
340,4,35,8,20,1
340,5,40,7,20,2
340,7,30,4,30,1
341,5,25,7,35,1
341,8,20,5,40,2
341,6,20,6,40,1
341,7,35,5,25,2
341,6,40,6,25,2
341,8,25,4,35,2
341,4,30,8,30,1
341,4,35,8,20,2
341,5,40,7,20,2
341,7,30,4,30,2
342,5,25,7,35,1
342,8,20,5,40,1
342,6,20,6,40,1
342,7,35,5,25,2
342,6,40,6,25,2
342,8,25,4,35,2
342,4,30,8,30,1
342,4,35,8,20,2
342,5,40,7,20,2
342,7,30,4,30,2
343,5,25,7,35,1
343,8,20,5,40,1
343,6,20,6,40,1
343,7,35,5,25,2
343,6,40,6,25,2
343,8,25,4,35,2
343,4,30,8,30,1
343,4,35,8,20,1
343,5,40,7,20,2
343,7,30,4,30,2
344,5,25,7,35,1
344,8,20,5,40,2
344,6,20,6,40,1
344,7,35,5,25,2
344,6,40,6,25,2
344,8,25,4,35,1
344,4,30,8,30,1
344,4,35,8,20,2
344,5,40,7,20,2
344,7,30,4,30,2
345,5,25,7,35,2
345,8,20,5,40,2
345,6,20,6,40,2
345,7,35,5,25,2
345,6,40,6,25,2
345,8,25,4,35,2
345,4,30,8,30,1
345,4,35,8,20,1
345,5,40,7,20,2
345,7,30,4,30,2
346,5,25,7,35,1
346,8,20,5,40,1
346,6,20,6,40,2
346,7,35,5,25,2
346,6,40,6,25,2
346,8,25,4,35,1
346,4,30,8,30,1
346,4,35,8,20,2
346,5,40,7,20,2
346,7,30,4,30,2
347,5,25,7,35,1
347,8,20,5,40,2
347,6,20,6,40,1
347,7,35,5,25,2
347,6,40,6,25,2
347,8,25,4,35,2
347,4,30,8,30,1
347,4,35,8,20,1
347,5,40,7,20,1
347,7,30,4,30,2
348,5,25,7,35,1
348,8,20,5,40,1
348,6,20,6,40,1
348,7,35,5,25,2
348,6,40,6,25,2
348,8,25,4,35,1
348,4,30,8,30,1
348,4,35,8,20,1
348,5,40,7,20,2
348,7,30,4,30,1
349,5,25,7,35,1
349,8,20,5,40,2
349,6,20,6,40,1
349,7,35,5,25,2
349,6,40,6,25,2
349,8,25,4,35,2
349,4,30,8,30,1
349,4,35,8,20,2
349,5,40,7,20,2
349,7,30,4,30,2
